"Charge_Type";"Charge_Date";"Day_Type";"PEV_Code";"Charge_Duration";"Start_Time";"Stop_Time";"Time_Zone";"KWh";"Spans_Zones";"Noise"
"L1";"5/1/2010";"Weekday";"H042.V077";6;"22:00";"22:50";"Off-Peak";1,92;TRUE;0
"L1";"6/1/2010";"Weekday";"H042.V077";1;"3:20";"3:20";"Off-Peak";0,32;FALSE;0
"L1";"6/1/2010";"Weekday";"H042.V077";5;"13:10";"13:50";"Shoulder 1";1,6;TRUE;0
"L1";"6/1/2010";"Weekday";"H042.V077";6;"14:00";"14:50";"Peak";1,92;TRUE;0
"L1";"6/1/2010";"Weekday";"H042.V077";3;"16:30";"16:50";"Peak";0,96;FALSE;0
"L1";"6/1/2010";"Weekday";"H042.V077";3;"21:30";"21:50";"Shoulder 2";0,96;TRUE;0
"L1";"6/1/2010";"Weekday";"H042.V077";11;"22:00";"23:40";"Off-Peak";3,52;TRUE;0
"L1";"7/1/2010";"Weekday";"H042.V077";4;"20:50";"21:20";"Shoulder 2";1,28;FALSE;0
"L1";"4/1/2010";"Weekday";"H042.V078";8;"9:10";"10:20";"Shoulder 1";2,56;FALSE;0
"L1";"4/1/2010";"Weekday";"H042.V078";1;"13:50";"13:50";"Shoulder 1";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H042.V078";1;"14:00";"14:00";"Peak";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H042.V078";1;"20:50";"20:50";"Shoulder 2";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H042.V078";1;"11:30";"11:30";"Shoulder 1";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H042.V078";8;"18:40";"19:50";"Peak";2,56;TRUE;0
"L1";"5/1/2010";"Weekday";"H042.V078";3;"20:00";"20:20";"Shoulder 2";0,96;TRUE;0
"L1";"6/1/2010";"Weekday";"H042.V078";10;"1:20";"2:50";"Off-Peak";3,2;FALSE;0
"L1";"6/1/2010";"Weekday";"H042.V078";4;"10:40";"11:10";"Shoulder 1";1,28;FALSE;0
"L1";"7/1/2010";"Weekday";"H042.V078";7;"11:10";"12:10";"Shoulder 1";2,24;FALSE;0
"L1";"7/1/2010";"Weekday";"H042.V078";5;"15:10";"15:50";"Peak";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H042.V078";3;"19:30";"19:50";"Peak";0,96;TRUE;0
"L1";"7/1/2010";"Weekday";"H042.V078";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"7/1/2010";"Weekday";"H042.V078";20;"22:00";"1:10";"Off-Peak";6,4;TRUE;0
"L1";"8/1/2010";"Weekday";"H042.V078";20;"9:30";"12:40";"Shoulder 1";6,4;FALSE;0
"L1";"8/1/2010";"Weekday";"H042.V078";4;"13:20";"13:50";"Shoulder 1";1,28;TRUE;0
"L1";"8/1/2010";"Weekday";"H042.V078";11;"14:00";"15:40";"Peak";3,52;TRUE;0
"L1";"8/1/2010";"Weekday";"H042.V078";1;"16:00";"16:00";"Peak";0,32;FALSE;0
"L1";"4/1/2010";"Weekday";"H043.V079";2;"13:20";"13:30";"Shoulder 1";0,64;FALSE;0
"L1";"4/1/2010";"Weekday";"H043.V079";2;"16:00";"16:10";"Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V079";2;"10:00";"10:10";"Shoulder 1";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V079";21;"10:30";"13:50";"Shoulder 1";6,72;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V079";5;"16:30";"17:10";"Peak";1,6;FALSE;0
"L1";"6/1/2010";"Weekday";"H043.V079";4;"13:20";"13:50";"Shoulder 1";1,28;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V079";5;"14:00";"14:40";"Peak";1,6;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V079";5;"15:50";"16:30";"Peak";1,6;FALSE;0
"L1";"6/1/2010";"Weekday";"H043.V079";12;"18:00";"19:50";"Peak";3,84;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V079";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V079";32;"22:00";"3:10";"Off-Peak";10,24;TRUE;0
"L1";"4/1/2010";"Weekday";"H043.V080";11;"10:00";"11:40";"Shoulder 1";3,52;FALSE;0
"L1";"4/1/2010";"Weekday";"H043.V080";8;"15:00";"16:10";"Peak";2,56;FALSE;0
"L1";"4/1/2010";"Weekday";"H043.V080";4;"19:20";"19:50";"Peak";1,28;TRUE;0
"L1";"4/1/2010";"Weekday";"H043.V080";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"4/1/2010";"Weekday";"H043.V080";1;"22:00";"22:00";"Off-Peak";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H043.V080";19;"22:20";"1:20";"Off-Peak";6,08;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V080";29;"2:10";"6:50";"Off-Peak";9,28;TRUE;0
"L1";"5/1/2010";"Weekday";"H043.V080";10;"7:00";"8:30";"Shoulder 1";3,2;TRUE;0
"L1";"5/1/2010";"Weekday";"H043.V080";5;"11:50";"12:30";"Shoulder 1";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V080";1;"13:40";"13:40";"Shoulder 1";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V080";3;"14:40";"15:00";"Peak";0,96;FALSE;0
"L1";"5/1/2010";"Weekday";"H043.V080";13;"17:50";"19:50";"Peak";4,16;TRUE;0
"L1";"5/1/2010";"Weekday";"H043.V080";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"5/1/2010";"Weekday";"H043.V080";21;"22:00";"1:20";"Off-Peak";6,72;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V080";12;"2:30";"4:20";"Off-Peak";3,84;FALSE;0
"L1";"6/1/2010";"Weekday";"H043.V080";10;"17:00";"18:30";"Peak";3,2;FALSE;0
"L1";"6/1/2010";"Weekday";"H043.V080";7;"20:50";"21:50";"Shoulder 2";2,24;TRUE;0
"L1";"6/1/2010";"Weekday";"H043.V080";42;"22:00";"4:50";"Off-Peak";13,44;TRUE;0
"L1";"7/1/2010";"Weekday";"H043.V080";5;"9:30";"10:10";"Shoulder 1";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H043.V080";5;"12:40";"13:20";"Shoulder 1";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H043.V080";5;"15:50";"16:30";"Peak";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H043.V080";3;"19:30";"19:50";"Peak";0,96;TRUE;0
"L1";"7/1/2010";"Weekday";"H043.V080";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"7/1/2010";"Weekday";"H043.V080";41;"22:00";"4:40";"Off-Peak";13,12;TRUE;0
"L1";"8/1/2010";"Weekday";"H043.V080";1;"20:10";"20:10";"Shoulder 2";0,32;FALSE;0
"L1";"8/1/2010";"Weekday";"H043.V080";9;"20:30";"21:50";"Shoulder 2";2,88;FALSE;0
"L1";"4/1/2010";"Weekday";"H044.V081";2;"16:00";"16:10";"Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H044.V081";6;"22:10";"23:00";"Off-Peak";1,92;FALSE;0
"L1";"6/1/2010";"Weekday";"H044.V081";2;"8:30";"8:40";"Shoulder 1";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H044.V081";2;"16:40";"16:50";"Peak";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V081";5;"17:10";"17:50";"Peak";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H044.V081";3;"13:30";"13:50";"Shoulder 1";0,96;TRUE;0
"L1";"8/1/2010";"Weekday";"H044.V081";3;"14:00";"14:20";"Peak";0,96;TRUE;0
"L1";"4/1/2010";"Weekday";"H044.V082";5;"21:10";"21:50";"Shoulder 2";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H044.V082";2;"11:50";"12:00";"Shoulder 1";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H044.V082";2;"15:10";"15:20";"Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H044.V082";6;"22:00";"22:50";"Off-Peak";1,92;FALSE;0
"L1";"6/1/2010";"Weekday";"H044.V082";2;"2:10";"2:20";"Off-Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H044.V082";2;"23:50";"0:00";"Off-Peak";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V082";5;"20:00";"20:40";"Shoulder 2";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V082";5;"21:10";"21:50";"Shoulder 2";1,6;TRUE;0
"L1";"7/1/2010";"Weekday";"H044.V082";1;"22:00";"22:00";"Off-Peak";0,32;TRUE;0
"L1";"8/1/2010";"Weekday";"H044.V082";5;"13:10";"13:50";"Shoulder 1";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H044.V082";5;"16:40";"17:20";"Peak";1,6;FALSE;0
"L1";"4/1/2010";"Weekday";"H044.V083";2;"11:20";"11:30";"Shoulder 1";0,64;FALSE;0
"L1";"4/1/2010";"Weekday";"H044.V083";13;"16:40";"18:40";"Peak";4,16;FALSE;0
"L1";"4/1/2010";"Weekday";"H044.V083";5;"19:10";"19:50";"Peak";1,6;TRUE;0
"L1";"4/1/2010";"Weekday";"H044.V083";2;"20:00";"20:10";"Shoulder 2";0,64;TRUE;0
"L1";"5/1/2010";"Weekday";"H044.V083";3;"11:30";"11:50";"Shoulder 1";0,96;FALSE;0
"L1";"5/1/2010";"Weekday";"H044.V083";9;"18:30";"19:50";"Peak";2,88;TRUE;0
"L1";"5/1/2010";"Weekday";"H044.V083";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;3,84
"L1";"5/1/2010";"Weekday";"H044.V083";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"5/1/2010";"Weekday";"H044.V083";2;"22:00";"22:10";"Off-Peak";0,64;TRUE;0
"L1";"5/1/2010";"Weekday";"H044.V083";1;"22:00";"22:00";"Off-Peak";0,32;TRUE;0,32
"L1";"6/1/2010";"Weekday";"H044.V083";6;"23:10";"0:00";"Off-Peak";1,92;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V083";26;"1:20";"5:30";"Off-Peak";8,32;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V083";5;"5:50";"6:30";"Off-Peak";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V083";11;"8:40";"10:20";"Shoulder 1";3,52;FALSE;0
"L1";"7/1/2010";"Weekday";"H044.V083";2;"19:40";"19:50";"Peak";0,64;TRUE;0
"L1";"7/1/2010";"Weekday";"H044.V083";2;"20:00";"20:10";"Shoulder 2";0,64;TRUE;0
"L1";"8/1/2010";"Weekday";"H044.V083";1;"11:00";"11:00";"Shoulder 1";0,32;FALSE;0
"L1";"8/1/2010";"Weekday";"H044.V083";7;"11:50";"12:50";"Shoulder 1";2,24;FALSE;0
"L1";"8/1/2010";"Weekday";"H044.V083";5;"16:40";"17:20";"Peak";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H044.V083";1;"19:50";"19:50";"Peak";0,32;TRUE;0
"L1";"8/1/2010";"Weekday";"H044.V083";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"8/1/2010";"Weekday";"H044.V083";12;"22:00";"23:50";"Off-Peak";3,84;TRUE;0
"L1";"4/1/2010";"Weekday";"H045.V084";5;"15:50";"16:30";"Peak";1,6;FALSE;0
"L1";"4/1/2010";"Weekday";"H045.V084";2;"18:20";"18:30";"Peak";0,64;FALSE;0
"L1";"4/1/2010";"Weekday";"H045.V084";2;"22:40";"22:50";"Off-Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H045.V084";3;"13:30";"13:50";"Shoulder 1";0,96;TRUE;0
"L1";"5/1/2010";"Weekday";"H045.V084";3;"14:00";"14:20";"Peak";0,96;TRUE;0
"L1";"5/1/2010";"Weekday";"H045.V084";2;"16:20";"16:30";"Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H045.V084";2;"14:00";"14:10";"Peak";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H045.V084";5;"12:10";"12:50";"Shoulder 1";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H045.V084";3;"13:30";"13:50";"Shoulder 1";0,96;TRUE;0
"L1";"7/1/2010";"Weekday";"H045.V084";3;"14:00";"14:20";"Peak";0,96;TRUE;0
"L1";"4/1/2010";"Weekday";"H046.V085";7;"15:00";"16:00";"Peak";2,24;FALSE;0
"L1";"4/1/2010";"Weekday";"H046.V085";3;"16:20";"16:40";"Peak";0,96;FALSE;0
"L1";"4/1/2010";"Weekday";"H046.V085";17;"17:10";"19:50";"Peak";5,44;TRUE;0
"L1";"4/1/2010";"Weekday";"H046.V085";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"4/1/2010";"Weekday";"H046.V085";2;"21:30";"21:40";"Shoulder 2";0,64;FALSE;0,64
"L1";"4/1/2010";"Weekday";"H046.V085";27;"22:00";"2:20";"Off-Peak";8,64;TRUE;0
"L1";"5/1/2010";"Weekday";"H046.V085";1;"11:50";"11:50";"Shoulder 1";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H046.V085";9;"12:30";"13:50";"Shoulder 1";2,88;TRUE;0
"L1";"5/1/2010";"Weekday";"H046.V085";23;"14:00";"17:40";"Peak";7,36;TRUE;0
"L1";"5/1/2010";"Weekday";"H046.V085";4;"19:20";"19:50";"Peak";1,28;TRUE;0
"L1";"5/1/2010";"Weekday";"H046.V085";11;"20:00";"21:40";"Shoulder 2";3,52;TRUE;0
"L1";"6/1/2010";"Weekday";"H046.V085";9;"11:50";"13:10";"Shoulder 1";2,88;FALSE;0
"L1";"6/1/2010";"Weekday";"H046.V085";6;"19:00";"19:50";"Peak";1,92;TRUE;0
"L1";"6/1/2010";"Weekday";"H046.V085";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"6/1/2010";"Weekday";"H046.V085";32;"22:00";"3:10";"Off-Peak";10,24;TRUE;0
"L1";"7/1/2010";"Weekday";"H046.V085";5;"4:20";"5:00";"Off-Peak";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H046.V085";2;"12:00";"12:10";"Shoulder 1";0,64;FALSE;0
"L1";"8/1/2010";"Weekday";"H046.V085";3;"19:30";"19:50";"Peak";0,96;TRUE;0
"L1";"8/1/2010";"Weekday";"H046.V085";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"8/1/2010";"Weekday";"H046.V085";12;"22:00";"23:50";"Off-Peak";3,84;TRUE;0
"L1";"4/1/2010";"Weekday";"H046.V086";16;"16:40";"19:10";"Peak";5,12;FALSE;0
"L1";"4/1/2010";"Weekday";"H046.V086";5;"23:10";"23:50";"Off-Peak";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H046.V086";4;"11:00";"11:30";"Shoulder 1";1,28;FALSE;0
"L1";"5/1/2010";"Weekday";"H046.V086";3;"11:50";"12:10";"Shoulder 1";0,96;FALSE;0
"L1";"5/1/2010";"Weekday";"H046.V086";1;"15:00";"15:00";"Peak";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H046.V086";7;"16:20";"17:20";"Peak";2,24;FALSE;0
"L1";"6/1/2010";"Weekday";"H046.V086";6;"7:40";"8:30";"Shoulder 1";1,92;FALSE;0
"L1";"6/1/2010";"Weekday";"H046.V086";6;"14:10";"15:00";"Peak";1,92;FALSE;0
"L1";"6/1/2010";"Weekday";"H046.V086";18;"15:30";"18:20";"Peak";5,76;FALSE;0
"L1";"6/1/2010";"Weekday";"H046.V086";5;"20:50";"21:30";"Shoulder 2";1,6;FALSE;0
"L1";"4/1/2010";"Weekday";"H047.V087";4;"16:40";"17:10";"Peak";1,28;FALSE;0
"L1";"4/1/2010";"Weekday";"H047.V087";3;"19:30";"19:50";"Peak";0,96;TRUE;0
"L1";"4/1/2010";"Weekday";"H047.V087";2;"20:00";"20:10";"Shoulder 2";0,64;TRUE;0
"L1";"4/1/2010";"Weekday";"H047.V087";6;"23:10";"0:00";"Off-Peak";1,92;FALSE;0
"L1";"5/1/2010";"Weekday";"H047.V087";5;"13:00";"13:40";"Shoulder 1";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H047.V087";5;"16:00";"16:40";"Peak";1,6;FALSE;0
"L1";"6/1/2010";"Weekday";"H047.V087";1;"16:20";"16:20";"Peak";0,32;FALSE;0
"L1";"6/1/2010";"Weekday";"H047.V087";1;"19:50";"19:50";"Peak";0,32;TRUE;0
"L1";"6/1/2010";"Weekday";"H047.V087";10;"20:00";"21:30";"Shoulder 2";3,2;TRUE;0
"L1";"6/1/2010";"Weekday";"H047.V087";9;"22:50";"0:10";"Off-Peak";2,88;FALSE;0
"L1";"7/1/2010";"Weekday";"H047.V087";6;"20:50";"21:40";"Shoulder 2";1,92;FALSE;0
"L1";"8/1/2010";"Weekday";"H047.V087";5;"8:40";"9:20";"Shoulder 1";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H047.V087";2;"12:10";"12:20";"Shoulder 1";0,64;FALSE;0
"L1";"8/1/2010";"Weekday";"H047.V087";1;"13:50";"13:50";"Shoulder 1";0,32;TRUE;0
"L1";"8/1/2010";"Weekday";"H047.V087";2;"14:00";"14:10";"Peak";0,64;TRUE;0
"L1";"8/1/2010";"Weekday";"H047.V087";13;"15:30";"17:30";"Peak";4,16;FALSE;0
"L1";"4/1/2010";"Weekday";"H048.V088";1;"13:50";"13:50";"Shoulder 1";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H048.V088";1;"14:00";"14:00";"Peak";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H048.V088";2;"22:40";"22:50";"Off-Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V088";2;"21:10";"21:20";"Shoulder 2";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V088";2;"22:30";"22:40";"Off-Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V088";13;"23:50";"1:50";"Off-Peak";4,16;FALSE;0
"L1";"6/1/2010";"Weekday";"H048.V088";11;"16:30";"18:10";"Peak";3,52;FALSE;0
"L1";"7/1/2010";"Weekday";"H048.V088";5;"21:00";"21:40";"Shoulder 2";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H048.V088";9;"7:20";"8:40";"Shoulder 1";2,88;FALSE;0
"L1";"4/1/2010";"Weekday";"H048.V089";5;"0:00";"0:40";"Off-Peak";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V089";8;"9:50";"11:00";"Shoulder 1";2,56;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V089";1;"12:00";"12:00";"Shoulder 1";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V089";4;"13:20";"13:50";"Shoulder 1";1,28;TRUE;0
"L1";"5/1/2010";"Weekday";"H048.V089";8;"14:00";"15:10";"Peak";2,56;TRUE;0
"L1";"6/1/2010";"Weekday";"H048.V089";2;"3:40";"3:50";"Off-Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H048.V089";2;"15:20";"15:30";"Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H048.V089";2;"21:20";"21:30";"Shoulder 2";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H048.V089";2;"10:40";"10:50";"Shoulder 1";0,64;FALSE;0
"L1";"8/1/2010";"Weekday";"H048.V089";5;"19:10";"19:50";"Peak";1,6;TRUE;0
"L1";"8/1/2010";"Weekday";"H048.V089";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;1,92
"L1";"8/1/2010";"Weekday";"H048.V089";6;"20:00";"20:50";"Shoulder 2";1,92;TRUE;0
"L1";"8/1/2010";"Weekday";"H048.V089";1;"22:00";"22:00";"Off-Peak";0,32;TRUE;0
"L1";"4/1/2010";"Weekday";"H048.V090";21;"14:20";"17:40";"Peak";6,72;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V090";8;"16:40";"17:50";"Peak";2,56;FALSE;0
"L1";"5/1/2010";"Weekday";"H048.V090";3;"20:20";"20:40";"Shoulder 2";0,96;FALSE;0
"L1";"6/1/2010";"Weekday";"H048.V090";10;"20:10";"21:40";"Shoulder 2";3,2;FALSE;0
"L1";"7/1/2010";"Weekday";"H048.V090";2;"13:40";"13:50";"Shoulder 1";0,64;TRUE;0
"L1";"7/1/2010";"Weekday";"H048.V090";3;"14:00";"14:20";"Peak";0,96;TRUE;0
"L1";"8/1/2010";"Weekday";"H048.V090";2;"0:30";"0:40";"Off-Peak";0,64;FALSE;0
"L1";"8/1/2010";"Weekday";"H048.V090";2;"9:40";"9:50";"Shoulder 1";0,64;FALSE;0
"L1";"8/1/2010";"Weekday";"H048.V090";3;"13:30";"13:50";"Shoulder 1";0,96;TRUE;0
"L1";"8/1/2010";"Weekday";"H048.V090";10;"14:00";"15:30";"Peak";3,2;TRUE;0
"L1";"4/1/2010";"Weekday";"H049.V091";5;"15:40";"16:20";"Peak";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H049.V091";2;"9:10";"9:20";"Shoulder 1";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H049.V091";2;"16:00";"16:10";"Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H049.V091";6;"8:30";"9:20";"Shoulder 1";1,92;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V091";2;"7:10";"7:20";"Shoulder 1";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V091";2;"10:20";"10:30";"Shoulder 1";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V091";5;"20:30";"21:10";"Shoulder 2";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V091";6;"22:40";"23:30";"Off-Peak";1,92;FALSE;0
"L1";"8/1/2010";"Weekday";"H049.V091";5;"8:20";"9:00";"Shoulder 1";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H049.V091";1;"19:50";"19:50";"Peak";0,32;TRUE;0
"L1";"8/1/2010";"Weekday";"H049.V091";6;"20:00";"20:50";"Shoulder 2";1,92;TRUE;0
"L1";"8/1/2010";"Weekday";"H049.V091";5;"21:00";"21:40";"Shoulder 2";1,6;FALSE;0
"L1";"5/1/2010";"Weekday";"H049.V092";3;"11:20";"11:40";"Shoulder 1";0,96;FALSE;0
"L1";"5/1/2010";"Weekday";"H049.V092";32;"14:40";"19:50";"Peak";10,24;TRUE;0
"L1";"5/1/2010";"Weekday";"H049.V092";1;"20:00";"20:00";"Shoulder 2";0,32;TRUE;0
"L1";"5/1/2010";"Weekday";"H049.V092";2;"21:40";"21:50";"Shoulder 2";0,64;TRUE;0
"L1";"5/1/2010";"Weekday";"H049.V092";54;"22:00";"6:50";"Off-Peak";17,28;TRUE;0
"L1";"6/1/2010";"Weekday";"H049.V092";2;"10:00";"10:10";"Shoulder 1";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H049.V092";6;"13:00";"13:50";"Shoulder 1";1,92;TRUE;0
"L1";"6/1/2010";"Weekday";"H049.V092";25;"14:00";"18:00";"Peak";8;TRUE;0
"L1";"6/1/2010";"Weekday";"H049.V092";6;"19:00";"19:50";"Peak";1,92;TRUE;0
"L1";"6/1/2010";"Weekday";"H049.V092";8;"20:00";"21:10";"Shoulder 2";2,56;TRUE;0
"L1";"6/1/2010";"Weekday";"H049.V092";22;"22:50";"2:20";"Off-Peak";7,04;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V092";26;"0:00";"4:10";"Off-Peak";8,32;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V092";8;"9:50";"11:00";"Shoulder 1";2,56;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V092";9;"11:20";"12:40";"Shoulder 1";2,88;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V092";2;"14:00";"14:10";"Peak";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H049.V092";6;"20:50";"21:40";"Shoulder 2";1,92;FALSE;0
"L1";"8/1/2010";"Weekday";"H049.V092";30;"15:00";"19:50";"Peak";9,6;TRUE;0
"L1";"8/1/2010";"Weekday";"H049.V092";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"8/1/2010";"Weekday";"H049.V092";12;"22:00";"23:50";"Off-Peak";3,84;TRUE;0
"L1";"4/1/2010";"Weekday";"H050.V093";5;"15:40";"16:20";"Peak";1,6;FALSE;0
"L1";"4/1/2010";"Weekday";"H050.V093";2;"23:30";"23:40";"Off-Peak";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H050.V093";1;"12:10";"12:10";"Shoulder 1";0,32;FALSE;0
"L1";"5/1/2010";"Weekday";"H050.V093";6;"13:00";"13:50";"Shoulder 1";1,92;TRUE;0
"L1";"5/1/2010";"Weekday";"H050.V093";1;"14:00";"14:00";"Peak";0,32;TRUE;0
"L1";"6/1/2010";"Weekday";"H050.V093";2;"8:50";"9:00";"Shoulder 1";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H050.V093";2;"14:10";"14:20";"Peak";0,64;FALSE;0
"L1";"7/1/2010";"Weekday";"H050.V093";5;"18:50";"19:30";"Peak";1,6;FALSE;0
"L1";"8/1/2010";"Weekday";"H050.V093";2;"13:40";"13:50";"Shoulder 1";0,64;TRUE;0
"L1";"8/1/2010";"Weekday";"H050.V093";4;"14:00";"14:30";"Peak";1,28;TRUE;0
"L1";"4/1/2010";"Weekday";"H050.V094";10;"15:10";"16:40";"Peak";3,2;FALSE;0
"L1";"4/1/2010";"Weekday";"H050.V094";3;"21:00";"21:20";"Shoulder 2";0,96;FALSE;0
"L1";"5/1/2010";"Weekday";"H050.V094";2;"11:50";"12:00";"Shoulder 1";0,64;FALSE;0
"L1";"5/1/2010";"Weekday";"H050.V094";2;"18:00";"18:10";"Peak";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H050.V094";2;"7:00";"7:10";"Shoulder 1";0,64;FALSE;0
"L1";"6/1/2010";"Weekday";"H050.V094";7;"11:00";"12:00";"Shoulder 1";2,24;FALSE;0
"L1";"6/1/2010";"Weekday";"H050.V094";1;"12:30";"12:30";"Shoulder 1";0,32;FALSE;0
"L1";"6/1/2010";"Weekday";"H050.V094";4;"13:20";"13:50";"Shoulder 1";1,28;TRUE;0
"L1";"6/1/2010";"Weekday";"H050.V094";11;"14:00";"15:40";"Peak";3,52;TRUE;0
"L1";"7/1/2010";"Weekday";"H050.V094";5;"9:50";"10:30";"Shoulder 1";1,6;FALSE;0
"L1";"7/1/2010";"Weekday";"H050.V094";9;"15:00";"16:20";"Peak";2,88;FALSE;0
"L1";"7/1/2010";"Weekday";"H050.V094";1;"19:50";"19:50";"Peak";0,32;TRUE;0
"L1";"7/1/2010";"Weekday";"H050.V094";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"7/1/2010";"Weekday";"H050.V094";20;"22:00";"1:10";"Off-Peak";6,4;TRUE;0
"L1";"8/1/2010";"Weekday";"H050.V094";8;"15:00";"16:10";"Peak";2,56;FALSE;0
"L1";"8/1/2010";"Weekday";"H050.V094";17;"17:10";"19:50";"Peak";5,44;TRUE;0
"L1";"8/1/2010";"Weekday";"H050.V094";12;"20:00";"21:50";"Shoulder 2";3,84;TRUE;0
"L1";"8/1/2010";"Weekday";"H050.V094";12;"22:00";"23:50";"Off-Peak";3,84;TRUE;0
