"Charge_Type";"Charge_Date";"Day_Type";"PEV_Code";"Charge_Duration";"Start_Time";"Stop_Time";"Time_Zone";"KWh";"Spans_Zones";"Noise"
"L2";"5/1/2010";"Weekday";"H024.V037";1;"7:20";"7:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H024.V037";1;"17:50";"17:50";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H024.V037";1;"9:30";"9:30";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H024.V037";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H024.V037";1;"19:30";"19:30";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H024.V037";1;"7:50";"7:50";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H024.V037";1;"15:30";"15:30";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H024.V037";1;"17:30";"17:30";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V038";1;"19:50";"19:50";"Peak";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H025.V038";1;"20:00";"20:00";"Shoulder 2";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H025.V038";2;"22:10";"22:20";"Off-Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V038";1;"9:20";"9:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V038";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V038";2;"16:30";"16:40";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H025.V038";3;"23:00";"23:20";"Off-Peak";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H025.V038";2;"15:40";"15:50";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V038";1;"10:50";"10:50";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V038";1;"21:30";"21:30";"Shoulder 2";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V039";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V039";1;"14:20";"14:20";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V039";1;"17:50";"17:50";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V039";1;"13:30";"13:30";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V039";2;"14:30";"14:40";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H025.V039";1;"4:00";"4:00";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H025.V039";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H025.V039";2;"16:40";"16:50";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V040";3;"16:40";"17:00";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V040";2;"19:30";"19:40";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H025.V040";1;"23:10";"23:10";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V040";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H025.V040";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H025.V040";1;"19:50";"19:50";"Peak";1,1;TRUE;0
"L2";"6/1/2010";"Weekday";"H025.V040";2;"20:00";"20:10";"Shoulder 2";2,2;TRUE;0
"L2";"6/1/2010";"Weekday";"H025.V040";3;"22:50";"23:10";"Off-Peak";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H025.V040";1;"5:10";"5:10";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V040";1;"8:40";"8:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V040";1;"12:10";"12:10";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V040";1;"13:50";"13:50";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H025.V040";1;"15:30";"15:30";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H026.V041";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H026.V041";2;"17:20";"17:30";"Peak";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H026.V041";1;"17:20";"17:20";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H026.V041";2;"5:00";"5:10";"Off-Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H026.V041";1;"13:30";"13:30";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H026.V041";1;"18:00";"18:00";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H026.V041";1;"13:30";"13:30";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H026.V041";1;"19:10";"19:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H026.V041";2;"9:20";"9:30";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H026.V041";2;"17:20";"17:30";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H027.V042";1;"12:00";"12:00";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H027.V042";2;"13:10";"13:20";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H027.V042";1;"17:30";"17:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H027.V042";1;"6:20";"6:20";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H027.V042";2;"11:40";"11:50";"Shoulder 1";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H027.V042";3;"14:20";"14:40";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H027.V042";1;"8:40";"8:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H027.V042";2;"11:50";"12:00";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H027.V043";3;"12:40";"13:00";"Shoulder 1";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H027.V043";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H027.V043";1;"16:10";"16:10";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H027.V043";4;"19:20";"19:50";"Peak";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H027.V043";3;"10:50";"11:10";"Shoulder 1";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H027.V043";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H027.V043";3;"15:50";"16:10";"Peak";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H027.V043";7;"20:50";"21:50";"Shoulder 2";7,7;TRUE;0
"L2";"6/1/2010";"Weekday";"H027.V043";3;"22:00";"22:20";"Off-Peak";3,3;TRUE;0
"L2";"7/1/2010";"Weekday";"H027.V043";12;"15:40";"17:30";"Peak";13,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H028.V044";1;"15:20";"15:20";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H028.V044";3;"11:50";"12:10";"Shoulder 1";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H028.V044";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V044";1;"2:10";"2:10";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V044";1;"22:00";"22:00";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V044";1;"23:50";"23:50";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H028.V044";4;"9:20";"9:50";"Shoulder 1";4,4;FALSE;0
"L2";"7/1/2010";"Weekday";"H028.V044";3;"21:10";"21:30";"Shoulder 2";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H028.V044";1;"20:20";"20:20";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H028.V044";3;"21:30";"21:50";"Shoulder 2";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H028.V045";1;"9:00";"9:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H028.V045";3;"13:10";"13:30";"Shoulder 1";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H028.V045";3;"22:10";"22:30";"Off-Peak";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V045";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V045";2;"14:00";"14:10";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H028.V045";10;"17:20";"18:50";"Peak";11;FALSE;0
"L2";"7/1/2010";"Weekday";"H028.V045";6;"12:10";"13:00";"Shoulder 1";6,6;FALSE;0
"L2";"7/1/2010";"Weekday";"H028.V045";10;"16:40";"18:10";"Peak";11;FALSE;0
"L2";"8/1/2010";"Weekday";"H028.V045";10;"14:40";"16:10";"Peak";11;FALSE;0
"L2";"4/1/2010";"Weekday";"H029.V046";1;"3:30";"3:30";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H029.V046";1;"9:00";"9:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H029.V046";1;"13:50";"13:50";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H029.V046";3;"15:10";"15:30";"Peak";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H029.V046";2;"19:40";"19:50";"Peak";2,2;TRUE;0
"L2";"5/1/2010";"Weekday";"H029.V046";1;"20:00";"20:00";"Shoulder 2";1,1;TRUE;0
"L2";"6/1/2010";"Weekday";"H029.V046";1;"18:20";"18:20";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H029.V046";3;"11:40";"12:00";"Shoulder 1";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H029.V046";10;"20:20";"21:50";"Shoulder 2";11;FALSE;0
"L2";"8/1/2010";"Weekday";"H029.V046";2;"11:30";"11:40";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H029.V046";6;"12:50";"13:40";"Shoulder 1";6,6;FALSE;0
"L2";"8/1/2010";"Weekday";"H029.V046";10;"16:50";"18:20";"Peak";11;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V047";2;"10:30";"10:40";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V047";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V047";1;"17:50";"17:50";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V047";3;"12:50";"13:10";"Shoulder 1";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V047";1;"17:00";"17:00";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V047";1;"20:40";"20:40";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V047";2;"9:00";"9:10";"Shoulder 1";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V047";2;"19:30";"19:40";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V047";2;"19:20";"19:30";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V048";1;"9:30";"9:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V048";2;"15:00";"15:10";"Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V048";1;"16:20";"16:20";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V048";4;"23:20";"23:50";"Off-Peak";4,4;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V048";3;"12:30";"12:50";"Shoulder 1";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V048";2;"11:50";"12:00";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V048";3;"19:00";"19:20";"Peak";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V048";1;"1:00";"1:00";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V048";1;"20:30";"20:30";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V048";1;"2:50";"2:50";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V049";2;"8:50";"9:00";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V049";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V049";1;"19:50";"19:50";"Peak";1,1;TRUE;0
"L2";"4/1/2010";"Weekday";"H030.V049";4;"20:00";"20:30";"Shoulder 2";4,4;TRUE;0
"L2";"5/1/2010";"Weekday";"H030.V049";1;"9:50";"9:50";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V049";3;"17:50";"18:10";"Peak";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V049";4;"12:20";"12:50";"Shoulder 1";4,4;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V049";1;"15:20";"15:20";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V049";1;"18:40";"18:40";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V049";1;"15:40";"15:40";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V050";1;"10:30";"10:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V050";1;"17:10";"17:10";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V050";1;"15:50";"15:50";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V050";1;"0:00";"0:00";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V050";1;"14:50";"14:50";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V050";1;"21:30";"21:30";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V050";1;"22:50";"22:50";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V051";1;"3:30";"3:30";"Off-Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V051";1;"17:40";"17:40";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V051";1;"21:40";"21:40";"Shoulder 2";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V051";1;"23:30";"23:30";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V051";1;"10:40";"10:40";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V051";1;"13:20";"13:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V051";1;"17:00";"17:00";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V051";1;"21:50";"21:50";"Shoulder 2";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V051";3;"7:50";"8:10";"Shoulder 1";3,3;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V051";1;"12:50";"12:50";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V051";4;"21:20";"21:50";"Shoulder 2";4,4;TRUE;0
"L2";"6/1/2010";"Weekday";"H030.V051";2;"22:00";"22:10";"Off-Peak";2,2;TRUE;0
"L2";"7/1/2010";"Weekday";"H030.V051";4;"16:50";"17:20";"Peak";4,4;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V051";1;"20:50";"20:50";"Shoulder 2";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V051";2;"22:30";"22:40";"Off-Peak";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H030.V052";1;"0:00";"0:00";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H030.V052";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V052";1;"3:00";"3:00";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V052";1;"8:20";"8:20";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H030.V052";1;"21:00";"21:00";"Shoulder 2";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V052";1;"11:50";"11:50";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V052";1;"14:30";"14:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H030.V052";1;"18:10";"18:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V052";1;"20:00";"20:00";"Shoulder 2";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H030.V052";1;"21:20";"21:20";"Shoulder 2";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H031.V053";1;"10:20";"10:20";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H031.V053";1;"14:50";"14:50";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H031.V053";2;"9:00";"9:10";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H031.V053";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H031.V053";1;"11:50";"11:50";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H031.V053";2;"18:20";"18:30";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H031.V053";1;"10:10";"10:10";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H031.V054";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H031.V054";2;"10:50";"11:00";"Shoulder 1";2,2;FALSE;0
"L2";"5/1/2010";"Weekday";"H031.V054";1;"15:20";"15:20";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H031.V054";1;"13:10";"13:10";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H031.V054";1;"3:10";"3:10";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H031.V054";2;"10:30";"10:40";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H031.V054";2;"15:50";"16:00";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H031.V054";2;"21:00";"21:10";"Shoulder 2";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H032.V055";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H032.V055";1;"18:20";"18:20";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H032.V055";1;"3:10";"3:10";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H032.V055";1;"9:50";"9:50";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H032.V055";4;"20:00";"20:30";"Shoulder 2";4,4;FALSE;0
"L2";"7/1/2010";"Weekday";"H032.V055";3;"9:30";"9:50";"Shoulder 1";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H032.V055";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H032.V055";3;"18:20";"18:40";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H032.V056";1;"19:10";"19:10";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H032.V056";2;"18:30";"18:40";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H032.V056";1;"21:40";"21:40";"Shoulder 2";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H032.V056";2;"9:40";"9:50";"Shoulder 1";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H032.V056";2;"9:20";"9:30";"Shoulder 1";2,2;FALSE;0
"L2";"4/1/2010";"Weekday";"H033.V057";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V057";3;"11:10";"11:30";"Shoulder 1";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V057";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V057";1;"15:40";"15:40";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V057";1;"17:30";"17:30";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H033.V057";1;"9:20";"9:20";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V057";2;"15:20";"15:30";"Peak";2,2;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V057";1;"18:40";"18:40";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H033.V058";1;"9:00";"9:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V058";1;"22:30";"22:30";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H033.V058";1;"15:00";"15:00";"Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H033.V058";1;"14:10";"14:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V058";1;"9:10";"9:10";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V058";1;"13:00";"13:00";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V058";1;"16:00";"16:00";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V058";1;"17:50";"17:50";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H033.V059";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H033.V059";1;"20:10";"20:10";"Shoulder 2";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V059";1;"1:50";"1:50";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V059";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V059";1;"12:10";"12:10";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H033.V059";1;"17:40";"17:40";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H033.V059";1;"6:00";"6:00";"Off-Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H033.V059";2;"8:00";"8:10";"Shoulder 1";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H033.V059";2;"17:50";"18:00";"Peak";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H033.V059";1;"23:10";"23:10";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H033.V059";1;"18:10";"18:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H033.V059";1;"7:50";"7:50";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H034.V060";2;"20:30";"20:40";"Shoulder 2";2,2;FALSE;0
"L2";"6/1/2010";"Weekday";"H034.V060";1;"11:20";"11:20";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V060";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H034.V061";1;"21:00";"21:00";"Shoulder 2";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V061";1;"1:10";"1:10";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V061";1;"13:20";"13:20";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H034.V061";2;"15:10";"15:20";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V061";1;"1:50";"1:50";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V061";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V061";1;"15:10";"15:10";"Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V061";1;"16:10";"16:10";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H034.V062";1;"12:40";"12:40";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H034.V062";1;"23:30";"23:30";"Off-Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V062";1;"13:50";"13:50";"Shoulder 1";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H034.V062";2;"16:30";"16:40";"Peak";2,2;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V062";1;"6:40";"6:40";"Off-Peak";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V062";1;"12:10";"12:10";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V062";1;"23:10";"23:10";"Off-Peak";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V062";1;"10:50";"10:50";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V062";3;"16:10";"16:30";"Peak";3,3;FALSE;0
"L2";"4/1/2010";"Weekday";"H034.V063";3;"17:00";"17:20";"Peak";3,3;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V063";1;"12:00";"12:00";"Shoulder 1";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V063";1;"15:40";"15:40";"Peak";1,1;FALSE;0
"L2";"5/1/2010";"Weekday";"H034.V063";1;"19:30";"19:30";"Peak";1,1;FALSE;0
"L2";"6/1/2010";"Weekday";"H034.V063";1;"11:10";"11:10";"Shoulder 1";1,1;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V063";4;"0:30";"1:00";"Off-Peak";4,4;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V063";3;"7:20";"7:40";"Shoulder 1";3,3;FALSE;0
"L2";"7/1/2010";"Weekday";"H034.V063";1;"13:40";"13:40";"Shoulder 1";1,1;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V063";3;"14:10";"14:30";"Peak";3,3;FALSE;0
"L2";"8/1/2010";"Weekday";"H034.V063";1;"19:50";"19:50";"Peak";1,1;TRUE;0
"L2";"8/1/2010";"Weekday";"H034.V063";9;"20:00";"21:20";"Shoulder 2";9,9;TRUE;0
"L2";"4/1/2010";"Weekday";"H035.V064";1;"7:30";"7:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H035.V064";1;"11:30";"11:30";"Shoulder 1";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H035.V064";1;"14:00";"14:00";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H035.V064";1;"18:30";"18:30";"Peak";1,1;FALSE;0
"L2";"4/1/2010";"Weekday";"H035.V064";1;"22:00";"22:00";"Off-Peak";1,1;FALSE;0
