"Charge_Type";"Date";"HV_Code";"Charge_Duration";"Start_Time";"Stop_Time";"Time_Zone";"DayType";"KWh";"Splits";"Noise"
"L1";"6/1/2010";"H040.V073";6;"7:50";"8:40";"Shoulder 1";"W";1,92;FALSE;0
"L1";"7/1/2010";"H040.V073";2;"8:10";"8:20";"Shoulder 1";"W";0,64;FALSE;0
"L1";"7/1/2010";"H040.V073";2;"11:20";"11:30";"Shoulder 1";"W";0,64;FALSE;0
"L1";"7/1/2010";"H040.V073";5;"12:20";"13:00";"Shoulder 1";"W";1,6;FALSE;0
"L1";"7/1/2010";"H040.V073";6;"20:30";"21:20";"Shoulder 2";"W";1,92;FALSE;0
"L1";"8/1/2010";"H040.V073";5;"10:40";"11:20";"Shoulder 1";"W";1,6;FALSE;0
"L1";"8/1/2010";"H040.V073";5;"13:10";"13:50";"Shoulder 1";"W";1,6;FALSE;0
"L1";"4/1/2010";"H040.V074";2;"8:20";"8:30";"Shoulder 1";"W";0,64;FALSE;0
"L1";"4/1/2010";"H040.V074";6;"21:00";"21:50";"Shoulder 2";"W";1,92;FALSE;0
"L1";"5/1/2010";"H040.V074";5;"14:40";"15:20";"Peak";"W";1,6;FALSE;0
"L1";"5/1/2010";"H040.V074";4;"23:10";"23:40";"Off Peak";"W";1,28;FALSE;0
"L1";"6/1/2010";"H040.V074";1;"7:40";"7:40";"Shoulder 1";"W";0,32;FALSE;0
"L1";"6/1/2010";"H040.V074";1;"20:20";"20:20";"Shoulder 2";"W";0,32;FALSE;0
"L1";"7/1/2010";"H040.V074";9;"1:10";"2:30";"Off Peak";"W";2,88;FALSE;0
"L1";"7/1/2010";"H040.V074";2;"16:40";"16:50";"Peak";"W";0,64;FALSE;0
"L1";"8/1/2010";"H040.V074";3;"9:40";"10:00";"Shoulder 1";"W";0,96;FALSE;0
"L1";"8/1/2010";"H040.V074";12;"20:00";"21:50";"Shoulder 2";"W";3,84;FALSE;0
"L1";"4/1/2010";"H041.V075";2;"1:20";"1:30";"Off Peak";"W";0,64;FALSE;0
"L1";"4/1/2010";"H041.V075";2;"8:30";"8:40";"Shoulder 1";"W";0,64;FALSE;0
"L1";"4/1/2010";"H041.V075";2;"10:10";"10:20";"Shoulder 1";"W";0,64;FALSE;0
"L1";"5/1/2010";"H041.V075";2;"16:30";"16:40";"Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H041.V075";10;"18:20";"19:50";"Peak";"W";3,2;TRUE;0
"L1";"6/1/2010";"H041.V075";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0,32
"L1";"6/1/2010";"H041.V075";1;"20:00";"20:00";"Shoulder 2";"W";0,32;TRUE;0
"L1";"6/1/2010";"H041.V075";1;"22:00";"22:00";"Off Peak";"W";0,32;TRUE;0
"L1";"4/1/2010";"H041.V076";10;"18:20";"19:50";"Peak";"W";3,2;TRUE;0
"L1";"4/1/2010";"H041.V076";1;"20:00";"20:00";"Shoulder 2";"W";0,32;TRUE;0
"L1";"5/1/2010";"H041.V076";9;"1:30";"2:50";"Off Peak";"W";2,88;FALSE;2,88
"L1";"5/1/2010";"H041.V076";3;"6:30";"6:50";"Off Peak";"W";0,96;TRUE;0
"L1";"5/1/2010";"H041.V076";2;"7:00";"7:10";"Shoulder 1";"W";0,64;TRUE;0
"L1";"5/1/2010";"H041.V076";3;"19:30";"19:50";"Peak";"W";0,96;TRUE;0
"L1";"5/1/2010";"H041.V076";4;"20:00";"20:30";"Shoulder 2";"W";1,28;TRUE;0
"L1";"5/1/2010";"H041.V076";48;"22:30";"6:20";"Off Peak";"W";15,36;FALSE;0
"L1";"6/1/2010";"H041.V076";12;"2:20";"4:10";"Off Peak";"W";3,84;FALSE;0
"L1";"6/1/2010";"H041.V076";17;"11:10";"13:50";"Shoulder 1";"W";5,44;TRUE;0
"L1";"6/1/2010";"H041.V076";25;"14:00";"18:00";"Peak";"W";8;TRUE;0
"L1";"6/1/2010";"H041.V076";4;"18:20";"18:50";"Peak";"W";1,28;FALSE;0
"L1";"7/1/2010";"H041.V076";19;"3:50";"6:50";"Off Peak";"W";6,08;TRUE;0
"L1";"7/1/2010";"H041.V076";25;"7:00";"11:00";"Shoulder 1";"W";8;TRUE;0
"L1";"7/1/2010";"H041.V076";2;"12:00";"12:10";"Shoulder 1";"W";0,64;FALSE;0
"L1";"7/1/2010";"H041.V076";36;"14:00";"19:50";"Peak";"W";11,52;TRUE;0
"L1";"7/1/2010";"H041.V076";9;"20:00";"21:20";"Shoulder 2";"W";2,88;TRUE;0
"L1";"8/1/2010";"H041.V076";14;"15:10";"17:20";"Peak";"W";4,48;FALSE;0
"L1";"4/1/2010";"H042.V077";5;"0:00";"0:40";"Off Peak";"W";1,6;FALSE;0
"L1";"5/1/2010";"H042.V077";2;"1:20";"1:30";"Off Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H042.V077";11;"20:10";"21:50";"Shoulder 2";"W";3,52;TRUE;0
"L1";"5/1/2010";"H042.V077";6;"22:00";"22:50";"Off Peak";"W";1,92;TRUE;0
"L1";"6/1/2010";"H042.V077";1;"12:10";"12:10";"Shoulder 1";"W";0,32;FALSE;0
"L1";"6/1/2010";"H042.V077";5;"13:10";"13:50";"Shoulder 1";"W";1,6;TRUE;0
"L1";"6/1/2010";"H042.V077";6;"14:00";"14:50";"Peak";"W";1,92;TRUE;0
"L1";"6/1/2010";"H042.V077";3;"16:30";"16:50";"Peak";"W";0,96;FALSE;0
"L1";"6/1/2010";"H042.V077";3;"21:30";"21:50";"Shoulder 2";"W";0,96;TRUE;0
"L1";"6/1/2010";"H042.V077";11;"22:00";"23:40";"Off Peak";"W";3,52;TRUE;0
"L1";"7/1/2010";"H042.V077";4;"20:50";"21:20";"Shoulder 2";"W";1,28;FALSE;0
"L1";"4/1/2010";"H042.V078";1;"1:20";"1:20";"Off Peak";"W";0,32;FALSE;0
"L1";"4/1/2010";"H042.V078";8;"9:10";"10:20";"Shoulder 1";"W";2,56;FALSE;0
"L1";"4/1/2010";"H042.V078";1;"13:50";"13:50";"Shoulder 1";"W";0,32;TRUE;0
"L1";"4/1/2010";"H042.V078";1;"14:00";"14:00";"Peak";"W";0,32;TRUE;0
"L1";"5/1/2010";"H042.V078";1;"11:30";"11:30";"Shoulder 1";"W";0,32;FALSE;0
"L1";"5/1/2010";"H042.V078";8;"18:40";"19:50";"Peak";"W";2,56;TRUE;0
"L1";"5/1/2010";"H042.V078";3;"20:00";"20:20";"Shoulder 2";"W";0,96;TRUE;0
"L1";"6/1/2010";"H042.V078";10;"1:20";"2:50";"Off Peak";"W";3,2;FALSE;0
"L1";"6/1/2010";"H042.V078";4;"10:40";"11:10";"Shoulder 1";"W";1,28;FALSE;0
"L1";"7/1/2010";"H042.V078";5;"15:10";"15:50";"Peak";"W";1,6;FALSE;0
"L1";"7/1/2010";"H042.V078";3;"19:30";"19:50";"Peak";"W";0,96;TRUE;0
"L1";"7/1/2010";"H042.V078";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"7/1/2010";"H042.V078";7;"20:20";"21:20";"Shoulder 2";"W";2,24;FALSE;2,24
"L1";"7/1/2010";"H042.V078";20;"22:00";"1:10";"Off Peak";"W";6,4;TRUE;0
"L1";"8/1/2010";"H042.V078";1;"4:50";"4:50";"Off Peak";"W";0,32;FALSE;0
"L1";"8/1/2010";"H042.V078";20;"9:30";"12:40";"Shoulder 1";"W";6,4;FALSE;0
"L1";"8/1/2010";"H042.V078";4;"13:20";"13:50";"Shoulder 1";"W";1,28;TRUE;0
"L1";"8/1/2010";"H042.V078";11;"14:00";"15:40";"Peak";"W";3,52;TRUE;0
"L1";"4/1/2010";"H043.V079";2;"16:00";"16:10";"Peak";"W";0,64;FALSE;0
"L1";"4/1/2010";"H043.V079";2;"21:40";"21:50";"Shoulder 2";"W";0,64;FALSE;0
"L1";"5/1/2010";"H043.V079";5;"7:40";"8:20";"Shoulder 1";"W";1,6;FALSE;0
"L1";"5/1/2010";"H043.V079";2;"10:00";"10:10";"Shoulder 1";"W";0,64;FALSE;0
"L1";"5/1/2010";"H043.V079";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"5/1/2010";"H043.V079";9;"22:00";"23:20";"Off Peak";"W";2,88;TRUE;0
"L1";"6/1/2010";"H043.V079";5;"5:10";"5:50";"Off Peak";"W";1,6;FALSE;0
"L1";"6/1/2010";"H043.V079";4;"13:20";"13:50";"Shoulder 1";"W";1,28;TRUE;0
"L1";"6/1/2010";"H043.V079";5;"14:00";"14:40";"Peak";"W";1,6;TRUE;0
"L1";"6/1/2010";"H043.V079";12;"18:00";"19:50";"Peak";"W";3,84;TRUE;0
"L1";"6/1/2010";"H043.V079";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"6/1/2010";"H043.V079";32;"22:00";"3:10";"Off Peak";"W";10,24;TRUE;0
"L1";"4/1/2010";"H043.V080";11;"10:00";"11:40";"Shoulder 1";"W";3,52;FALSE;0
"L1";"4/1/2010";"H043.V080";8;"15:00";"16:10";"Peak";"W";2,56;FALSE;0
"L1";"4/1/2010";"H043.V080";4;"19:20";"19:50";"Peak";"W";1,28;TRUE;0
"L1";"4/1/2010";"H043.V080";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"4/1/2010";"H043.V080";1;"22:00";"22:00";"Off Peak";"W";0,32;TRUE;0
"L1";"4/1/2010";"H043.V080";19;"22:20";"1:20";"Off Peak";"W";6,08;FALSE;0
"L1";"5/1/2010";"H043.V080";1;"1:40";"1:40";"Off Peak";"W";0,32;FALSE;0
"L1";"5/1/2010";"H043.V080";29;"2:10";"6:50";"Off Peak";"W";9,28;TRUE;0
"L1";"5/1/2010";"H043.V080";10;"7:00";"8:30";"Shoulder 1";"W";3,2;TRUE;0
"L1";"5/1/2010";"H043.V080";5;"11:50";"12:30";"Shoulder 1";"W";1,6;FALSE;0
"L1";"5/1/2010";"H043.V080";3;"14:40";"15:00";"Peak";"W";0,96;FALSE;0
"L1";"5/1/2010";"H043.V080";13;"17:50";"19:50";"Peak";"W";4,16;TRUE;0
"L1";"5/1/2010";"H043.V080";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"5/1/2010";"H043.V080";21;"22:00";"1:20";"Off Peak";"W";6,72;TRUE;0
"L1";"6/1/2010";"H043.V080";12;"2:30";"4:20";"Off Peak";"W";3,84;FALSE;0
"L1";"6/1/2010";"H043.V080";10;"11:50";"13:20";"Shoulder 1";"W";3,2;FALSE;0
"L1";"6/1/2010";"H043.V080";7;"20:50";"21:50";"Shoulder 2";"W";2,24;TRUE;0
"L1";"6/1/2010";"H043.V080";42;"22:00";"4:50";"Off Peak";"W";13,44;TRUE;0
"L1";"7/1/2010";"H043.V080";5;"2:20";"3:00";"Off Peak";"W";1,6;FALSE;1,6
"L1";"7/1/2010";"H043.V080";5;"5:30";"6:10";"Off Peak";"W";1,6;FALSE;0
"L1";"7/1/2010";"H043.V080";3;"19:30";"19:50";"Peak";"W";0,96;TRUE;0
"L1";"7/1/2010";"H043.V080";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"7/1/2010";"H043.V080";41;"22:00";"4:40";"Off Peak";"W";13,12;TRUE;0
"L1";"7/1/2010";"H043.V080";5;"22:40";"23:20";"Off Peak";"W";1,6;FALSE;1,6
"L1";"8/1/2010";"H043.V080";9;"2:00";"3:20";"Off Peak";"W";2,88;FALSE;0
"L1";"8/1/2010";"H043.V080";1;"6:10";"6:10";"Off Peak";"W";0,32;FALSE;0
"L1";"4/1/2010";"H044.V081";2;"16:00";"16:10";"Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H044.V081";6;"22:10";"23:00";"Off Peak";"W";1,92;FALSE;0
"L1";"6/1/2010";"H044.V081";2;"6:30";"6:40";"Off Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H044.V081";2;"21:40";"21:50";"Shoulder 2";"W";0,64;FALSE;0
"L1";"7/1/2010";"H044.V081";5;"17:10";"17:50";"Peak";"W";1,6;FALSE;0
"L1";"8/1/2010";"H044.V081";3;"13:30";"13:50";"Shoulder 1";"W";0,96;TRUE;0
"L1";"8/1/2010";"H044.V081";3;"14:00";"14:20";"Peak";"W";0,96;TRUE;0
"L1";"4/1/2010";"H044.V082";5;"21:00";"21:40";"Shoulder 2";"W";1,6;FALSE;0
"L1";"5/1/2010";"H044.V082";6;"3:40";"4:30";"Off Peak";"W";1,92;FALSE;0
"L1";"5/1/2010";"H044.V082";2;"11:50";"12:00";"Shoulder 1";"W";0,64;FALSE;0
"L1";"5/1/2010";"H044.V082";2;"15:10";"15:20";"Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H044.V082";2;"2:10";"2:20";"Off Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H044.V082";2;"23:50";"0:00";"Off Peak";"W";0,64;FALSE;0
"L1";"7/1/2010";"H044.V082";5;"9:20";"10:00";"Shoulder 1";"W";1,6;FALSE;0
"L1";"7/1/2010";"H044.V082";5;"21:10";"21:50";"Shoulder 2";"W";1,6;TRUE;0
"L1";"7/1/2010";"H044.V082";1;"22:00";"22:00";"Off Peak";"W";0,32;TRUE;0
"L1";"8/1/2010";"H044.V082";5;"3:50";"4:30";"Off Peak";"W";1,6;FALSE;0
"L1";"8/1/2010";"H044.V082";5;"16:40";"17:20";"Peak";"W";1,6;FALSE;0
"L1";"4/1/2010";"H044.V083";2;"11:20";"11:30";"Shoulder 1";"W";0,64;FALSE;0
"L1";"4/1/2010";"H044.V083";5;"19:10";"19:50";"Peak";"W";1,6;TRUE;0
"L1";"4/1/2010";"H044.V083";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0,64
"L1";"4/1/2010";"H044.V083";2;"20:00";"20:10";"Shoulder 2";"W";0,64;TRUE;0
"L1";"4/1/2010";"H044.V083";1;"22:00";"22:00";"Off Peak";"W";0,32;TRUE;0
"L1";"5/1/2010";"H044.V083";13;"15:10";"17:10";"Peak";"W";4,16;FALSE;0
"L1";"5/1/2010";"H044.V083";9;"18:30";"19:50";"Peak";"W";2,88;TRUE;0
"L1";"5/1/2010";"H044.V083";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"5/1/2010";"H044.V083";3;"20:20";"20:40";"Shoulder 2";"W";0,96;FALSE;0,96
"L1";"5/1/2010";"H044.V083";2;"22:00";"22:10";"Off Peak";"W";0,64;TRUE;0
"L1";"6/1/2010";"H044.V083";6;"23:10";"0:00";"Off Peak";"W";1,92;FALSE;0
"L1";"7/1/2010";"H044.V083";26;"1:20";"5:30";"Off Peak";"W";8,32;FALSE;0
"L1";"7/1/2010";"H044.V083";5;"5:50";"6:30";"Off Peak";"W";1,6;FALSE;0
"L1";"7/1/2010";"H044.V083";11;"8:40";"10:20";"Shoulder 1";"W";3,52;FALSE;0
"L1";"7/1/2010";"H044.V083";2;"19:40";"19:50";"Peak";"W";0,64;TRUE;0
"L1";"7/1/2010";"H044.V083";2;"20:00";"20:10";"Shoulder 2";"W";0,64;TRUE;0
"L1";"8/1/2010";"H044.V083";5;"16:40";"17:20";"Peak";"W";1,6;FALSE;0
"L1";"8/1/2010";"H044.V083";1;"19:50";"19:50";"Peak";"W";0,32;TRUE;0
"L1";"8/1/2010";"H044.V083";7;"20:00";"21:00";"Shoulder 2";"W";2,24;FALSE;0,32
"L1";"8/1/2010";"H044.V083";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"8/1/2010";"H044.V083";1;"20:10";"20:10";"Shoulder 2";"W";0,32;FALSE;0,32
"L1";"8/1/2010";"H044.V083";12;"22:00";"23:50";"Off Peak";"W";3,84;TRUE;0
"L1";"4/1/2010";"H045.V084";2;"5:00";"5:10";"Off Peak";"W";0,64;FALSE;0
"L1";"4/1/2010";"H045.V084";5;"15:50";"16:30";"Peak";"W";1,6;FALSE;0
"L1";"4/1/2010";"H045.V084";2;"22:40";"22:50";"Off Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H045.V084";3;"13:30";"13:50";"Shoulder 1";"W";0,96;TRUE;0
"L1";"5/1/2010";"H045.V084";3;"14:00";"14:20";"Peak";"W";0,96;TRUE;0
"L1";"5/1/2010";"H045.V084";2;"16:20";"16:30";"Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H045.V084";2;"14:00";"14:10";"Peak";"W";0,64;FALSE;0
"L1";"7/1/2010";"H045.V084";3;"13:30";"13:50";"Shoulder 1";"W";0,96;TRUE;0
"L1";"7/1/2010";"H045.V084";3;"14:00";"14:20";"Peak";"W";0,96;TRUE;0
"L1";"7/1/2010";"H045.V084";5;"23:20";"0:00";"Off Peak";"W";1,6;FALSE;0
"L1";"4/1/2010";"H046.V085";2;"6:00";"6:10";"Off Peak";"W";0,64;FALSE;0
"L1";"4/1/2010";"H046.V085";7;"15:00";"16:00";"Peak";"W";2,24;FALSE;0
"L1";"4/1/2010";"H046.V085";3;"16:20";"16:40";"Peak";"W";0,96;FALSE;0
"L1";"4/1/2010";"H046.V085";17;"17:10";"19:50";"Peak";"W";5,44;TRUE;0
"L1";"4/1/2010";"H046.V085";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"4/1/2010";"H046.V085";27;"22:00";"2:20";"Off Peak";"W";8,64;TRUE;0
"L1";"5/1/2010";"H046.V085";1;"11:50";"11:50";"Shoulder 1";"W";0,32;FALSE;0
"L1";"5/1/2010";"H046.V085";9;"12:30";"13:50";"Shoulder 1";"W";2,88;TRUE;0
"L1";"5/1/2010";"H046.V085";23;"14:00";"17:40";"Peak";"W";7,36;TRUE;0
"L1";"5/1/2010";"H046.V085";4;"19:20";"19:50";"Peak";"W";1,28;TRUE;0
"L1";"5/1/2010";"H046.V085";11;"20:00";"21:40";"Shoulder 2";"W";3,52;TRUE;0
"L1";"6/1/2010";"H046.V085";6;"19:00";"19:50";"Peak";"W";1,92;TRUE;0
"L1";"6/1/2010";"H046.V085";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"6/1/2010";"H046.V085";9;"20:30";"21:50";"Shoulder 2";"W";2,88;FALSE;2,88
"L1";"6/1/2010";"H046.V085";32;"22:00";"3:10";"Off Peak";"W";10,24;TRUE;0
"L1";"7/1/2010";"H046.V085";2;"0:50";"1:00";"Off Peak";"W";0,64;FALSE;0
"L1";"7/1/2010";"H046.V085";5;"20:30";"21:10";"Shoulder 2";"W";1,6;FALSE;0
"L1";"8/1/2010";"H046.V085";3;"19:30";"19:50";"Peak";"W";0,96;TRUE;0
"L1";"8/1/2010";"H046.V085";12;"20:00";"21:50";"Shoulder 2";"W";3,84;TRUE;0
"L1";"8/1/2010";"H046.V085";12;"22:00";"23:50";"Off Peak";"W";3,84;TRUE;0
"L1";"4/1/2010";"H046.V086";16;"16:40";"19:10";"Peak";"W";5,12;FALSE;0
"L1";"4/1/2010";"H046.V086";5;"23:10";"23:50";"Off Peak";"W";1,6;FALSE;0
"L1";"5/1/2010";"H046.V086";1;"2:00";"2:00";"Off Peak";"W";0,32;FALSE;0
"L1";"5/1/2010";"H046.V086";7;"9:10";"10:10";"Shoulder 1";"W";2,24;FALSE;0
"L1";"5/1/2010";"H046.V086";3;"11:50";"12:10";"Shoulder 1";"W";0,96;FALSE;0
"L1";"5/1/2010";"H046.V086";4;"23:00";"23:30";"Off Peak";"W";1,28;FALSE;0
"L1";"6/1/2010";"H046.V086";6;"1:40";"2:30";"Off Peak";"W";1,92;FALSE;0
"L1";"6/1/2010";"H046.V086";6;"14:10";"15:00";"Peak";"W";1,92;FALSE;0
"L1";"6/1/2010";"H046.V086";18;"15:30";"18:20";"Peak";"W";5,76;FALSE;0
"L1";"6/1/2010";"H046.V086";5;"20:50";"21:30";"Shoulder 2";"W";1,6;FALSE;0
"L1";"4/1/2010";"H047.V087";4;"2:40";"3:10";"Off Peak";"W";1,28;FALSE;0
"L1";"4/1/2010";"H047.V087";3;"19:30";"19:50";"Peak";"W";0,96;TRUE;0
"L1";"4/1/2010";"H047.V087";2;"20:00";"20:10";"Shoulder 2";"W";0,64;TRUE;0
"L1";"4/1/2010";"H047.V087";6;"23:10";"0:00";"Off Peak";"W";1,92;FALSE;0
"L1";"5/1/2010";"H047.V087";5;"13:00";"13:40";"Shoulder 1";"W";1,6;FALSE;0
"L1";"5/1/2010";"H047.V087";5;"16:00";"16:40";"Peak";"W";1,6;FALSE;0
"L1";"6/1/2010";"H047.V087";1;"0:20";"0:20";"Off Peak";"W";0,32;FALSE;0
"L1";"6/1/2010";"H047.V087";1;"19:50";"19:50";"Peak";"W";0,32;TRUE;0
"L1";"6/1/2010";"H047.V087";10;"20:00";"21:30";"Shoulder 2";"W";3,2;TRUE;0
"L1";"6/1/2010";"H047.V087";9;"22:50";"0:10";"Off Peak";"W";2,88;FALSE;0
"L1";"7/1/2010";"H047.V087";6;"20:50";"21:40";"Shoulder 2";"W";1,92;FALSE;0
"L1";"8/1/2010";"H047.V087";2;"12:10";"12:20";"Shoulder 1";"W";0,64;FALSE;0
"L1";"8/1/2010";"H047.V087";1;"13:50";"13:50";"Shoulder 1";"W";0,32;TRUE;0
"L1";"8/1/2010";"H047.V087";2;"14:00";"14:10";"Peak";"W";0,64;TRUE;0
"L1";"8/1/2010";"H047.V087";13;"15:30";"17:30";"Peak";"W";4,16;FALSE;0
"L1";"8/1/2010";"H047.V087";5;"20:50";"21:30";"Shoulder 2";"W";1,6;FALSE;0
"L1";"4/1/2010";"H048.V088";1;"13:50";"13:50";"Shoulder 1";"W";0,32;TRUE;0
"L1";"4/1/2010";"H048.V088";1;"14:00";"14:00";"Peak";"W";0,32;TRUE;0
"L1";"4/1/2010";"H048.V088";2;"19:30";"19:40";"Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H048.V088";2;"4:10";"4:20";"Off Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H048.V088";2;"12:10";"12:20";"Shoulder 1";"W";0,64;FALSE;0
"L1";"5/1/2010";"H048.V088";13;"23:50";"1:50";"Off Peak";"W";4,16;FALSE;0
"L1";"6/1/2010";"H048.V088";11;"16:30";"18:10";"Peak";"W";3,52;FALSE;0
"L1";"7/1/2010";"H048.V088";5;"21:00";"21:40";"Shoulder 2";"W";1,6;FALSE;0
"L1";"8/1/2010";"H048.V088";9;"7:20";"8:40";"Shoulder 1";"W";2,88;FALSE;0
"L1";"4/1/2010";"H048.V089";5;"0:00";"0:40";"Off Peak";"W";1,6;FALSE;0
"L1";"5/1/2010";"H048.V089";8;"9:50";"11:00";"Shoulder 1";"W";2,56;FALSE;0
"L1";"5/1/2010";"H048.V089";4;"13:20";"13:50";"Shoulder 1";"W";1,28;TRUE;0
"L1";"5/1/2010";"H048.V089";8;"14:00";"15:10";"Peak";"W";2,56;TRUE;0
"L1";"5/1/2010";"H048.V089";1;"20:10";"20:10";"Shoulder 2";"W";0,32;FALSE;0
"L1";"6/1/2010";"H048.V089";2;"2:10";"2:20";"Off Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H048.V089";2;"11:30";"11:40";"Shoulder 1";"W";0,64;FALSE;0
"L1";"6/1/2010";"H048.V089";2;"23:00";"23:10";"Off Peak";"W";0,64;FALSE;0
"L1";"7/1/2010";"H048.V089";2;"10:40";"10:50";"Shoulder 1";"W";0,64;FALSE;0
"L1";"8/1/2010";"H048.V089";13;"15:10";"17:10";"Peak";"W";4,16;FALSE;0
"L1";"8/1/2010";"H048.V089";5;"19:10";"19:50";"Peak";"W";1,6;TRUE;0
"L1";"8/1/2010";"H048.V089";6;"20:00";"20:50";"Shoulder 2";"W";1,92;TRUE;0
"L1";"4/1/2010";"H048.V090";21;"14:20";"17:40";"Peak";"W";6,72;FALSE;0
"L1";"5/1/2010";"H048.V090";8;"2:40";"3:50";"Off Peak";"W";2,56;FALSE;0
"L1";"5/1/2010";"H048.V090";3;"6:00";"6:20";"Off Peak";"W";0,96;FALSE;0
"L1";"6/1/2010";"H048.V090";10;"5:00";"6:30";"Off Peak";"W";3,2;FALSE;0
"L1";"7/1/2010";"H048.V090";2;"13:40";"13:50";"Shoulder 1";"W";0,64;TRUE;0
"L1";"7/1/2010";"H048.V090";3;"14:00";"14:20";"Peak";"W";0,96;TRUE;0
"L1";"8/1/2010";"H048.V090";2;"0:30";"0:40";"Off Peak";"W";0,64;FALSE;0
"L1";"8/1/2010";"H048.V090";2;"9:40";"9:50";"Shoulder 1";"W";0,64;FALSE;0
"L1";"8/1/2010";"H048.V090";3;"13:30";"13:50";"Shoulder 1";"W";0,96;TRUE;0
"L1";"8/1/2010";"H048.V090";10;"14:00";"15:30";"Peak";"W";3,2;TRUE;0
"L1";"4/1/2010";"H049.V091";5;"20:00";"20:40";"Shoulder 2";"W";1,6;FALSE;0
"L1";"5/1/2010";"H049.V091";2;"3:20";"3:30";"Off Peak";"W";0,64;FALSE;0
"L1";"5/1/2010";"H049.V091";2;"16:00";"16:10";"Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H049.V091";6;"8:30";"9:20";"Shoulder 1";"W";1,92;FALSE;0
"L1";"7/1/2010";"H049.V091";5;"3:00";"3:40";"Off Peak";"W";1,6;FALSE;0
"L1";"7/1/2010";"H049.V091";2;"7:10";"7:20";"Shoulder 1";"W";0,64;FALSE;0
"L1";"7/1/2010";"H049.V091";2;"21:40";"21:50";"Shoulder 2";"W";0,64;FALSE;0
"L1";"7/1/2010";"H049.V091";6;"22:40";"23:30";"Off Peak";"W";1,92;FALSE;0
"L1";"8/1/2010";"H049.V091";5;"8:20";"9:00";"Shoulder 1";"W";1,6;FALSE;0
"L1";"8/1/2010";"H049.V091";5;"12:20";"13:00";"Shoulder 1";"W";1,6;FALSE;0
"L1";"8/1/2010";"H049.V091";1;"19:50";"19:50";"Peak";"W";0,32;TRUE;0
"L1";"8/1/2010";"H049.V091";6;"20:00";"20:50";"Shoulder 2";"W";1,92;TRUE;0
"L1";"5/1/2010";"H049.V092";3;"11:20";"11:40";"Shoulder 1";"W";0,96;FALSE;0
"L1";"5/1/2010";"H049.V092";32;"14:40";"19:50";"Peak";"W";10,24;TRUE;0
"L1";"5/1/2010";"H049.V092";1;"20:00";"20:00";"Shoulder 2";"W";0,32;TRUE;0
"L1";"5/1/2010";"H049.V092";2;"21:40";"21:50";"Shoulder 2";"W";0,64;TRUE;0
"L1";"5/1/2010";"H049.V092";54;"22:00";"6:50";"Off Peak";"W";17,28;TRUE;0
"L1";"6/1/2010";"H049.V092";2;"5:10";"5:20";"Off Peak";"W";0,64;FALSE;0
"L1";"6/1/2010";"H049.V092";6;"13:00";"13:50";"Shoulder 1";"W";1,92;TRUE;0
"L1";"6/1/2010";"H049.V092";25;"14:00";"18:00";"Peak";"W";8;TRUE;0
"L1";"6/1/2010";"H049.V092";6;"19:00";"19:50";"Peak";"W";1,92;TRUE;0
"L1";"6/1/2010";"H049.V092";8;"20:00";"21:10";"Shoulder 2";"W";2,56;TRUE;0
"L1";"6/1/2010";"H049.V092";22;"22:50";"2:20";"Off Peak";"W";7,04;FALSE;0
"L1";"7/1/2010";"H049.V092";9;"1:50";"3:10";"Off Peak";"W";2,88;FALSE;0
"L1";"7/1/2010";"H049.V092";2;"6:10";"6:20";"Off Peak";"W";0,64;FALSE;0
"L1";"7/1/2010";"H049.V092";26;"15:10";"19:20";"Peak";"W";8,32;FALSE;0
"L1";"7/1/2010";"H049.V092";8;"20:40";"21:50";"Shoulder 2";"W";2,56;FALSE;1,92
"L1";"7/1/2010";"H049.V092";6;"21:00";"21:50";"Shoulder 2";"W";1,92;FALSE;0
